1	-23.81
2	-23.55
3	-22.28
4	-21.52
5	-21.31
6	-20.94
7	-20.37
8	-20.06
9	-19.84
10	-19.61
11	-18.84
12	-18.18
13	-18.36
14	-18.24
15	-18.0
16	-17.12
17	-17.33
18	-16.97
19	-16.85
20	-16.34
21	-16.04
22	-15.26
23	-14.99
24	-14.08
25	-14.16
26	-13.94
27	-13.39
28	-12.96
29	-12.42
30	-12.1
31	-11.73
32	-11.08
33	-10.67
34	-10.32
35	-10.04
36	-9.521
37	-9.163
38	-8.937
39	-8.781
40	-8.488
41	-8.172
42	-7.859
43	-7.713
44	-7.691
45	-7.494
46	-7.412
47	-7.149
48	-6.866
49	-6.62
50	-6.504
51	-6.384
52	-6.043
53	-5.956
54	-6.004
55	-5.762
56	-5.611
57	-5.43
58	-5.306
59	-5.212
60	-5.108
61	-4.948
62	-4.739
63	-4.525
64	-4.244
65	-4.012
66	-3.807
67	-3.654
68	-3.624
69	-3.462
70	-3.402
71	-3.271
72	-3.172
73	-2.962
74	-2.864
75	-2.744
76	-2.681
77	-2.692
78	-2.546
79	-2.554
80	-2.586
81	-2.482
82	-2.459
83	-2.368
84	-2.257
85	-2.223
86	-2.233
87	-2.166
88	-2.046
89	-1.859
90	-1.728
91	-1.693
92	-1.614
93	-1.682
94	-1.592
95	-1.492
96	-1.419
97	-1.365
98	-1.312
99	-1.265
100	-1.219
101	-1.192
102	-1.194
103	-1.145
104	-1.024
105	-1.031
106	-1.012
107	-0.9485
108	-0.8897
109	-0.7593
110	-0.6424
111	-0.6011
112	-0.5901
113	-0.5246
114	-0.4922
115	-0.3966
116	-0.3466
117	-0.307
118	-0.3519
119	-0.3121
120	-0.3216
121	-0.3537
122	-0.3427
123	-0.3358
124	-0.3617
125	-0.3299
126	-0.2614
127	-0.2048
128	-0.1662
129	-0.1954
130	-0.1393
131	-0.0843
132	-0.0409
133	-0.02252
134	-0.02226
135	0.009974
136	0.03667
137	0.05965
138	0.153
139	0.192
140	0.229
141	0.2465
142	0.2233
143	0.2281
144	0.2221
145	0.1969
146	0.2353
147	0.22
148	0.2584
149	0.2647
150	0.316
151	0.3574
152	0.3633
153	0.3867
154	0.3515
155	0.4039
156	0.415
157	0.4268
158	0.4084
159	0.3969
160	0.3926
161	0.4005
162	0.4826
163	0.5092
