1	10.76
2	10.68
3	10.47
4	9.962
5	9.676
6	9.479
7	9.307
8	9.377
9	8.93
10	8.686
11	8.382
12	8.152
13	8.22
14	8.265
15	8.042
16	7.838
17	7.46
18	7.461
19	7.33
20	7.199
21	7.043
22	6.716
23	6.527
24	6.467
25	6.336
26	6.221
27	5.951
28	5.741
29	5.503
30	5.387
31	5.233
32	5.215
33	5.192
34	5.134
35	4.967
36	4.857
37	4.669
38	4.644
39	4.472
40	4.461
41	4.369
42	4.238
43	4.249
44	4.13
45	4.103
46	3.967
47	3.811
48	3.767
49	3.66
50	3.598
51	3.562
52	3.526
53	3.439
54	3.397
55	3.355
56	3.224
57	3.167
58	3.029
59	2.941
60	2.893
61	2.78
62	2.761
63	2.775
64	2.682
65	2.58
66	2.542
67	2.485
68	2.487
69	2.383
70	2.311
71	2.203
72	2.172
73	2.158
74	2.138
75	2.107
76	2.068
77	1.983
78	2.007
79	1.963
80	1.913
81	1.872
82	1.867
83	1.826
84	1.795
85	1.842
86	1.804
87	1.795
88	1.735
89	1.694
90	1.676
91	1.656
92	1.645
93	1.622
94	1.566
95	1.569
96	1.61
97	1.503
98	1.542
99	1.522
100	1.486
101	1.486
102	1.47
103	1.447
104	1.412
105	1.408
106	1.342
107	1.253
108	1.246
109	1.267
110	1.192
111	1.209
112	1.221
113	1.189
114	1.147
115	1.115
116	1.147
117	1.125
118	1.122
119	1.152
120	1.132
121	1.132
122	1.087
123	1.086
124	1.059
125	1.105
126	1.106
127	1.056
128	1.019
129	1.042
130	1.021
131	1.017
132	0.9916
133	1.029
134	1.036
135	1.057
136	1.076
137	1.055
138	1.073
139	1.036
140	0.9991
141	0.9773
142	0.9984
143	0.9856
144	0.9457
145	0.9362
146	0.9231
147	0.9232
148	0.9563
149	0.9416
150	0.9084
151	0.8937
152	0.8821
153	0.8928
154	0.8823
155	0.8826
156	0.9017
157	0.885
158	0.9038
159	0.9359
160	0.8861
161	0.8766
162	0.9136
163	0.9198
164	0.8915
165	0.87
166	0.8974
167	0.8582
168	0.8364
169	0.8386
170	0.846
171	0.8341
172	0.8083
173	0.8008
174	0.7827
175	0.7724
176	0.7624
177	0.775
178	0.7964
179	0.8154
180	0.7971
181	0.7721
182	0.7817
183	0.7649
184	0.7507
185	0.7607
186	0.7719
187	0.7562
188	0.7541
189	0.7414
190	0.7147
191	0.7281
192	0.738
193	0.7372
194	0.7304
195	0.7552
196	0.769
197	0.7505
198	0.746
199	0.7629
200	0.7394
201	0.7744
202	0.7849
203	0.8093
204	0.8393
205	0.8458
206	0.8439
207	0.8576
208	0.8662
209	0.8694
210	0.8615
211	0.8653
212	0.8791
213	0.9
214	0.8903
215	0.8684
216	0.8351
217	0.8265
218	0.8097
219	0.84
220	0.8488
221	0.8149
222	0.8195
223	0.8235
224	0.8305
225	0.8466
226	0.8466
227	0.8606
228	0.8524
229	0.8573
230	0.8413
231	0.8164
232	0.8113
233	0.791
234	0.771
235	0.7699
236	0.7779
237	0.769
238	0.7477
239	0.7702
240	0.8003
241	0.7743
242	0.8045
243	0.7907
244	0.7108
245	0.7254
246	0.7572
247	0.7965
248	0.7823
249	0.8148
250	0.8171
251	0.8558
252	0.8304
253	0.8278
254	0.801
255	0.8202
256	0.8012
257	0.7469
258	0.7292
259	0.7291
260	0.705
261	0.6526
262	0.6503
263	0.6792
264	0.6772
265	0.6892
266	0.7311
267	0.7099
268	0.6869
269	0.6716
270	0.6542
271	0.6762
272	0.7333
273	0.7066
274	0.7051
275	0.7071
276	0.6897
277	0.6655
278	0.6611
279	0.6679
280	0.6619
281	0.6581
282	0.6611
283	0.6463
284	0.6158
285	0.6384
286	0.6598
287	0.6531
288	0.6668
289	0.6996
290	0.673
291	0.6909
292	0.7177
293	0.7634
294	0.7893
295	0.8223
296	0.8259
297	0.8619
298	0.8703
299	0.859
300	0.8794
301	0.8636
302	0.9104
303	0.8678
304	0.9166
305	0.8798
306	0.9056
307	0.8811
308	0.881
309	0.8554
310	0.8538
311	0.8695
312	0.8519
313	0.8647
314	0.8566
315	0.8453
316	0.8263
317	0.8229
318	0.7859
319	0.7566
320	0.783
321	0.7734
322	0.7594
323	0.7422
324	0.7464
325	0.7962
326	0.8031
327	0.803
328	0.8103
329	0.7951
330	0.8586
331	0.8773
332	0.807
333	0.8395
334	0.8103
335	0.7308
336	0.7441
337	0.7399
338	0.7856
339	0.7931
340	0.7594
341	0.7417
342	0.7309
343	0.7161
344	0.7087
345	0.7244
346	0.726
347	0.716
348	0.6885
349	0.7596
350	0.7881
351	0.7503
352	0.7085
353	0.7446
354	0.7702
355	0.7661
356	0.7836
357	0.7558
358	0.7541
359	0.7905
360	0.7593
361	0.7495
362	0.6901
363	0.7051
364	0.6961
365	0.7129
366	0.7521
367	0.7557
368	0.757
369	0.7522
370	0.7608
371	0.7005
372	0.6886
373	0.6906
374	0.6709
375	0.7073
376	0.702
377	0.6954
378	0.7012
379	0.7279
380	0.7982
381	0.8478
382	0.8364
383	0.88
384	0.9047
385	0.8921
386	0.8656
387	0.8353
388	0.7858
389	0.8258
390	0.832
391	0.8318
392	0.8333
393	0.8088
394	0.8159
395	0.7896
396	0.785
397	0.8065
398	0.7815
399	0.801
400	0.812
401	0.8064
402	0.8015
403	0.7536
404	0.7311
405	0.7674
406	0.7973
407	0.7802
408	0.7337
409	0.7312
410	0.721
411	0.7425
412	0.7282
413	0.7205
414	0.744
415	0.7211
416	0.7714
417	0.7953
418	0.8415
419	0.8601
420	0.8533
421	0.8258
422	0.8004
423	0.8223
424	0.8209
425	0.7817
426	0.7802
427	0.7378
428	0.7491
429	0.7956
430	0.7902
431	0.7824
432	0.7797
433	0.7856
434	0.7564
435	0.7629
436	0.7892
437	0.7981
438	0.7797
439	0.7958
440	0.8175
441	0.7994
442	0.7917
443	0.7897
444	0.8105
445	0.8309
446	0.8388
447	0.8158
448	0.835
449	0.8245
450	0.8673
451	0.8664
452	0.8264
453	0.7991
454	0.7766
455	0.7877
456	0.7738
457	0.7795
458	0.7863
459	0.7784
460	0.8183
461	0.8342
462	0.8347
463	0.8565
464	0.8841
465	0.8568
466	0.8401
467	0.817
468	0.8217
469	0.859
470	0.8916
471	0.9244
472	0.9263
473	0.935
474	0.9195
475	0.9278
476	0.9548
477	0.9469
478	0.9381
479	0.9397
480	0.9805
481	0.9937
482	0.962
483	0.9268
484	0.9194
485	0.9468
486	0.8966
487	0.884
488	0.8286
489	0.8945
490	0.8928
491	0.8651
492	0.8253
493	0.8172
494	0.8462
495	0.8284
496	0.8084
497	0.7851
498	0.7753
499	0.783
500	0.8073
501	0.823
502	0.8332
503	0.8306
